Time,Car.ax,Car.v,Vhcl.tRoad
0.000000,-0.003018,8.472222,-9.355000
0.001000,-0.003018,8.472222,-9.355000
0.002000,-0.003018,8.472222,-9.355000
0.003000,-0.003018,8.472222,-9.355000
0.004000,-0.003018,8.472222,-9.355000
0.005000,-0.003018,8.472222,-9.355000
0.006000,-0.003018,8.472222,-9.355000
0.007000,-0.003018,8.472222,-9.355000
0.008000,-0.003018,8.472222,-9.355000
0.009000,-0.003018,8.472222,-9.355000
0.010000,-0.228067,8.471387,-9.355000
0.011000,-0.228067,8.471387,-9.355000
0.012000,-0.228067,8.471387,-9.355000
0.013000,-0.228067,8.471387,-9.355000
0.014000,-0.228067,8.471387,-9.355000
0.015000,-0.228067,8.471387,-9.355000
0.016000,-0.228067,8.471387,-9.355000
0.017000,-0.228067,8.471387,-9.355000
0.018000,-0.228067,8.471387,-9.355000
0.019000,-0.228067,8.471387,-9.355000
0.020000,-0.252744,8.468660,-9.355000
0.021000,-0.252744,8.468660,-9.355000
0.022000,-0.252744,8.468660,-9.355000
0.023000,-0.252744,8.468660,-9.355000
0.024000,-0.252744,8.468660,-9.355000
0.025000,-0.252744,8.468660,-9.355000
0.026000,-0.252744,8.468660,-9.355000
0.027000,-0.252744,8.468660,-9.355000
0.028000,-0.252744,8.468660,-9.355000
0.029000,-0.252744,8.468660,-9.355000
0.030000,-0.130109,8.466766,-9.355000
0.031000,-0.130109,8.466766,-9.355000
0.032000,-0.130109,8.466766,-9.355000
0.033000,-0.130109,8.466766,-9.355000
0.034000,-0.130109,8.466766,-9.355000
0.035000,-0.130109,8.466766,-9.355000
0.036000,-0.130109,8.466766,-9.355000
0.037000,-0.130109,8.466766,-9.355000
0.038000,-0.130109,8.466766,-9.355000
0.039000,-0.130109,8.466766,-9.355000
0.040000,-0.153625,8.465444,-9.355000
0.041000,-0.153625,8.465444,-9.355000
0.042000,-0.153625,8.465444,-9.355000
0.043000,-0.153625,8.465444,-9.355000
0.044000,-0.153625,8.465444,-9.355000
0.045000,-0.153625,8.465444,-9.355000
0.046000,-0.153625,8.465444,-9.355000
0.047000,-0.153625,8.465444,-9.355000
0.048000,-0.153625,8.465444,-9.355000
0.049000,-0.153625,8.465444,-9.355000
0.050000,-0.173743,8.463778,-9.355000
0.051000,-0.173743,8.463778,-9.355000
0.052000,-0.173743,8.463778,-9.355000
0.053000,-0.173743,8.463778,-9.355000
0.054000,-0.173743,8.463778,-9.355000
0.055000,-0.173743,8.463778,-9.355000
0.056000,-0.173743,8.463778,-9.355000
0.057000,-0.173743,8.463778,-9.355000
0.058000,-0.173743,8.463778,-9.355000
0.059000,-0.173743,8.463778,-9.355000
0.060000,-0.176322,8.462021,-9.355000
0.061000,-0.176322,8.462021,-9.355000
0.062000,-0.176322,8.462021,-9.355000
0.063000,-0.176322,8.462021,-9.355000
0.064000,-0.176322,8.462021,-9.355000
0.065000,-0.176322,8.462021,-9.355000
0.066000,-0.176322,8.462021,-9.355000
0.067000,-0.176322,8.462021,-9.355000
0.068000,-0.176322,8.462021,-9.355000
0.069000,-0.176322,8.462021,-9.355000
0.070000,-0.151320,8.460331,-9.355000
0.071000,-0.151320,8.460331,-9.355000
0.072000,-0.151320,8.460331,-9.355000
0.073000,-0.151320,8.460331,-9.355000
0.074000,-0.151320,8.460331,-9.355000
0.075000,-0.151320,8.460331,-9.355000
0.076000,-0.151320,8.460331,-9.355000
0.077000,-0.151320,8.460331,-9.355000
0.078000,-0.151320,8.460331,-9.355000
0.079000,-0.151320,8.460331,-9.355000
0.080000,-0.123583,8.458974,-9.355000
0.081000,-0.123583,8.458974,-9.355000
0.082000,-0.123583,8.458974,-9.355000
0.083000,-0.123583,8.458974,-9.355000
0.084000,-0.123583,8.458974,-9.355000
0.085000,-0.123583,8.458974,-9.355000
0.086000,-0.123583,8.458974,-9.355000
0.087000,-0.123583,8.458974,-9.355000
0.088000,-0.123583,8.458974,-9.355000
0.089000,-0.123583,8.458974,-9.355000
0.090000,-0.152829,8.457635,-9.354999
0.091000,-0.152829,8.457635,-9.354999
0.092000,-0.152829,8.457635,-9.354999
0.093000,-0.152829,8.457635,-9.354999
0.094000,-0.152829,8.457635,-9.354999
0.095000,-0.152829,8.457635,-9.354999
0.096000,-0.152829,8.457635,-9.354999
0.097000,-0.152829,8.457635,-9.354999
0.098000,-0.152829,8.457635,-9.354999
0.099000,-0.152829,8.457635,-9.354999
0.100000,-0.159374,8.456023,-9.354999
0.101000,-0.159374,8.456023,-9.354999
0.102000,-0.159374,8.456023,-9.354999
0.103000,-0.159374,8.456023,-9.354999
0.104000,-0.159374,8.456023,-9.354999
0.105000,-0.159374,8.456023,-9.354999
0.106000,-0.159374,8.456023,-9.354999
0.107000,-0.159374,8.456023,-9.354999
0.108000,-0.159374,8.456023,-9.354999
0.109000,-0.159374,8.456023,-9.354999
0.110000,-0.130633,8.454554,-9.354999
0.111000,-0.130633,8.454554,-9.354999
0.112000,-0.130633,8.454554,-9.354999
0.113000,-0.130633,8.454554,-9.354999
0.114000,-0.130633,8.454554,-9.354999
0.115000,-0.130633,8.454554,-9.354999
0.116000,-0.130633,8.454554,-9.354999
0.117000,-0.130633,8.454554,-9.354999
0.118000,-0.130633,8.454554,-9.354999
0.119000,-0.130633,8.454554,-9.354999
0.120000,-0.132509,8.453263,-9.354999
0.121000,-0.132509,8.453263,-9.354999
0.122000,-0.132509,8.453263,-9.354999
0.123000,-0.132509,8.453263,-9.354999
0.124000,-0.132509,8.453263,-9.354999
0.125000,-0.132509,8.453263,-9.354999
0.126000,-0.132509,8.453263,-9.354999
0.127000,-0.132509,8.453263,-9.354999
0.128000,-0.132509,8.453263,-9.354999
0.129000,-0.132509,8.453263,-9.354999
0.130000,-0.142771,8.451875,-9.354999
0.131000,-0.142771,8.451875,-9.354999
0.132000,-0.142771,8.451875,-9.354999
0.133000,-0.142771,8.451875,-9.354999
0.134000,-0.142771,8.451875,-9.354999
0.135000,-0.142771,8.451875,-9.354999
0.136000,-0.142771,8.451875,-9.354999
0.137000,-0.142771,8.451875,-9.354999
0.138000,-0.142771,8.451875,-9.354999
0.139000,-0.142771,8.451875,-9.354999
0.140000,-0.134787,8.450467,-9.354999
0.141000,-0.134787,8.450467,-9.354999
0.142000,-0.134787,8.450467,-9.354999
0.143000,-0.134787,8.450467,-9.354999
0.144000,-0.134787,8.450467,-9.354999
0.145000,-0.134787,8.450467,-9.354999
0.146000,-0.134787,8.450467,-9.354999
0.147000,-0.134787,8.450467,-9.354999
0.148000,-0.134787,8.450467,-9.354999
0.149000,-0.134787,8.450467,-9.354999
0.150000,-0.125414,8.449162,-9.354999
0.151000,-0.125414,8.449162,-9.354999
0.152000,-0.125414,8.449162,-9.354999
0.153000,-0.125414,8.449162,-9.354999
0.154000,-0.125414,8.449162,-9.354999
0.155000,-0.125414,8.449162,-9.354999
0.156000,-0.125414,8.449162,-9.354999
0.157000,-0.125414,8.449162,-9.354999
0.158000,-0.125414,8.449162,-9.354999
0.159000,-0.125414,8.449162,-9.354999
0.160000,-0.123233,8.447919,-9.354999
0.161000,-0.123233,8.447919,-9.354999
0.162000,-0.123233,8.447919,-9.354999
0.163000,-0.123233,8.447919,-9.354999
0.164000,-0.123233,8.447919,-9.354999
0.165000,-0.123233,8.447919,-9.354999
0.166000,-0.123233,8.447919,-9.354999
0.167000,-0.123233,8.447919,-9.354999
0.168000,-0.123233,8.447919,-9.354999
0.169000,-0.123233,8.447919,-9.354999
0.170000,-0.125359,8.446675,-9.354998
0.171000,-0.125359,8.446675,-9.354998
0.172000,-0.125359,8.446675,-9.354998
0.173000,-0.125359,8.446675,-9.354998
0.174000,-0.125359,8.446675,-9.354998
0.175000,-0.125359,8.446675,-9.354998
0.176000,-0.125359,8.446675,-9.354998
0.177000,-0.125359,8.446675,-9.354998
0.178000,-0.125359,8.446675,-9.354998
0.179000,-0.125359,8.446675,-9.354998
0.180000,-0.123396,8.445422,-9.354998
0.181000,-0.123396,8.445422,-9.354998
0.182000,-0.123396,8.445422,-9.354998
0.183000,-0.123396,8.445422,-9.354998
0.184000,-0.123396,8.445422,-9.354998
0.185000,-0.123396,8.445422,-9.354998
0.186000,-0.123396,8.445422,-9.354998
0.187000,-0.123396,8.445422,-9.354998
0.188000,-0.123396,8.445422,-9.354998
0.189000,-0.123396,8.445422,-9.354998
0.190000,-0.117119,8.444213,-9.354998
0.191000,-0.117119,8.444213,-9.354998
0.192000,-0.117119,8.444213,-9.354998
0.193000,-0.117119,8.444213,-9.354998
0.194000,-0.117119,8.444213,-9.354998
0.195000,-0.117119,8.444213,-9.354998
0.196000,-0.117119,8.444213,-9.354998
0.197000,-0.117119,8.444213,-9.354998
0.198000,-0.117119,8.444213,-9.354998
0.199000,-0.117119,8.444213,-9.354998
0.200000,-0.115799,8.443050,-9.354998
0.201000,-0.115799,8.443050,-9.354998
0.202000,-0.115799,8.443050,-9.354998
0.203000,-0.115799,8.443050,-9.354998
0.204000,-0.115799,8.443050,-9.354998
0.205000,-0.115799,8.443050,-9.354998
0.206000,-0.115799,8.443050,-9.354998
0.207000,-0.115799,8.443050,-9.354998
0.208000,-0.115799,8.443050,-9.354998
0.209000,-0.115799,8.443050,-9.354998
0.210000,-0.116495,8.441885,-9.354998
0.211000,-0.116495,8.441885,-9.354998
0.212000,-0.116495,8.441885,-9.354998
0.213000,-0.116495,8.441885,-9.354998
0.214000,-0.116495,8.441885,-9.354998
0.215000,-0.116495,8.441885,-9.354998
0.216000,-0.116495,8.441885,-9.354998
0.217000,-0.116495,8.441885,-9.354998
0.218000,-0.116495,8.441885,-9.354998
0.219000,-0.116495,8.441885,-9.354998
0.220000,-0.112790,8.440730,-9.354998
0.221000,-0.112790,8.440730,-9.354998
0.222000,-0.112790,8.440730,-9.354998
0.223000,-0.112790,8.440730,-9.354998
0.224000,-0.112790,8.440730,-9.354998
0.225000,-0.112790,8.440730,-9.354998
0.226000,-0.112790,8.440730,-9.354998
0.227000,-0.112790,8.440730,-9.354998
0.228000,-0.112790,8.440730,-9.354998
0.229000,-0.112790,8.440730,-9.354998
0.230000,-0.108620,8.439621,-9.354998
0.231000,-0.108620,8.439621,-9.354998
0.232000,-0.108620,8.439621,-9.354998
0.233000,-0.108620,8.439621,-9.354998
0.234000,-0.108620,8.439621,-9.354998
0.235000,-0.108620,8.439621,-9.354998
0.236000,-0.108620,8.439621,-9.354998
0.237000,-0.108620,8.439621,-9.354998
0.238000,-0.108620,8.439621,-9.354998
0.239000,-0.108620,8.439621,-9.354998
0.240000,-0.107006,8.438542,-9.354998
0.241000,-0.107006,8.438542,-9.354998
0.242000,-0.107006,8.438542,-9.354998
0.243000,-0.107006,8.438542,-9.354998
0.244000,-0.107006,8.438542,-9.354998
0.245000,-0.107006,8.438542,-9.354998
0.246000,-0.107006,8.438542,-9.354998
0.247000,-0.107006,8.438542,-9.354998
0.248000,-0.107006,8.438542,-9.354998
0.249000,-0.107006,8.438542,-9.354998
0.250000,-0.105572,8.437476,-9.354998
0.251000,-0.105572,8.437476,-9.354998
0.252000,-0.105572,8.437476,-9.354998
0.253000,-0.105572,8.437476,-9.354998
0.254000,-0.105572,8.437476,-9.354998
0.255000,-0.105572,8.437476,-9.354998
0.256000,-0.105572,8.437476,-9.354998
0.257000,-0.105572,8.437476,-9.354998
0.258000,-0.105572,8.437476,-9.354998
0.259000,-0.105572,8.437476,-9.354998
0.260000,-0.102957,8.436431,-9.354998
0.261000,-0.102957,8.436431,-9.354998
0.262000,-0.102957,8.436431,-9.354998
0.263000,-0.102957,8.436431,-9.354998
0.264000,-0.102957,8.436431,-9.354998
0.265000,-0.102957,8.436431,-9.354998
0.266000,-0.102957,8.436431,-9.354998
0.267000,-0.102957,8.436431,-9.354998
0.268000,-0.102957,8.436431,-9.354998
0.269000,-0.102957,8.436431,-9.354998
0.270000,-0.100226,8.435414,-9.354998
0.271000,-0.100226,8.435414,-9.354998
0.272000,-0.100226,8.435414,-9.354998
0.273000,-0.100226,8.435414,-9.354998
0.274000,-0.100226,8.435414,-9.354998
0.275000,-0.100226,8.435414,-9.354998
0.276000,-0.100226,8.435414,-9.354998
0.277000,-0.100226,8.435414,-9.354998
0.278000,-0.100226,8.435414,-9.354998
0.279000,-0.100226,8.435414,-9.354998
0.280000,-0.098422,8.434421,-9.354998
0.281000,-0.098422,8.434421,-9.354998
0.282000,-0.098422,8.434421,-9.354998
0.283000,-0.098422,8.434421,-9.354998
0.284000,-0.098422,8.434421,-9.354998
0.285000,-0.098422,8.434421,-9.354998
0.286000,-0.098422,8.434421,-9.354998
0.287000,-0.098422,8.434421,-9.354998
0.288000,-0.098422,8.434421,-9.354998
0.289000,-0.098422,8.434421,-9.354998
0.290000,-0.096721,8.433444,-9.354998
0.291000,-0.096721,8.433444,-9.354998
0.292000,-0.096721,8.433444,-9.354998
0.293000,-0.096721,8.433444,-9.354998
0.294000,-0.096721,8.433444,-9.354998
0.295000,-0.096721,8.433444,-9.354998
0.296000,-0.096721,8.433444,-9.354998
0.297000,-0.096721,8.433444,-9.354998
0.298000,-0.096721,8.433444,-9.354998
0.299000,-0.096721,8.433444,-9.354998
0.300000,-0.094144,8.432488,-9.354998
0.301000,-0.094144,8.432488,-9.354998
0.302000,-0.094144,8.432488,-9.354998
0.303000,-0.094144,8.432488,-9.354998
0.304000,-0.094144,8.432488,-9.354998
0.305000,-0.094144,8.432488,-9.354998
0.306000,-0.094144,8.432488,-9.354998
0.307000,-0.094144,8.432488,-9.354998
0.308000,-0.094144,8.432488,-9.354998
0.309000,-0.094144,8.432488,-9.354998
0.310000,-0.091487,8.431561,-9.354997
0.311000,-0.091487,8.431561,-9.354997
0.312000,-0.091487,8.431561,-9.354997
0.313000,-0.091487,8.431561,-9.354997
0.314000,-0.091487,8.431561,-9.354997
0.315000,-0.091487,8.431561,-9.354997
0.316000,-0.091487,8.431561,-9.354997
0.317000,-0.091487,8.431561,-9.354997
0.318000,-0.091487,8.431561,-9.354997
0.319000,-0.091487,8.431561,-9.354997
0.320000,-0.089362,8.430656,-9.354997
0.321000,-0.089362,8.430656,-9.354997
0.322000,-0.089362,8.430656,-9.354997
0.323000,-0.089362,8.430656,-9.354997
0.324000,-0.089362,8.430656,-9.354997
0.325000,-0.089362,8.430656,-9.354997
0.326000,-0.089362,8.430656,-9.354997
0.327000,-0.089362,8.430656,-9.354997
0.328000,-0.089362,8.430656,-9.354997
0.329000,-0.089362,8.430656,-9.354997
0.330000,-0.087212,8.429774,-9.354997
0.331000,-0.087212,8.429774,-9.354997
0.332000,-0.087212,8.429774,-9.354997
0.333000,-0.087212,8.429774,-9.354997
0.334000,-0.087212,8.429774,-9.354997
0.335000,-0.087212,8.429774,-9.354997
0.336000,-0.087212,8.429774,-9.354997
0.337000,-0.087212,8.429774,-9.354997
0.338000,-0.087212,8.429774,-9.354997
0.339000,-0.087212,8.429774,-9.354997
0.340000,-0.084808,8.428915,-9.354997
0.341000,-0.084808,8.428915,-9.354997
0.342000,-0.084808,8.428915,-9.354997
0.343000,-0.084808,8.428915,-9.354997
0.344000,-0.084808,8.428915,-9.354997
0.345000,-0.084808,8.428915,-9.354997
0.346000,-0.084808,8.428915,-9.354997
0.347000,-0.084808,8.428915,-9.354997
0.348000,-0.084808,8.428915,-9.354997
0.349000,-0.084808,8.428915,-9.354997
0.350000,-0.082523,8.428080,-9.354997
0.351000,-0.082523,8.428080,-9.354997
0.352000,-0.082523,8.428080,-9.354997
0.353000,-0.082523,8.428080,-9.354997
0.354000,-0.082523,8.428080,-9.354997
0.355000,-0.082523,8.428080,-9.354997
0.356000,-0.082523,8.428080,-9.354997
0.357000,-0.082523,8.428080,-9.354997
0.358000,-0.082523,8.428080,-9.354997
0.359000,-0.082523,8.428080,-9.354997
0.360000,-0.080439,8.427266,-9.354997
0.361000,-0.080439,8.427266,-9.354997
0.362000,-0.080439,8.427266,-9.354997
0.363000,-0.080439,8.427266,-9.354997
0.364000,-0.080439,8.427266,-9.354997
0.365000,-0.080439,8.427266,-9.354997
0.366000,-0.080439,8.427266,-9.354997
0.367000,-0.080439,8.427266,-9.354997
0.368000,-0.080439,8.427266,-9.354997
0.369000,-0.080439,8.427266,-9.354997
0.370000,-0.078283,8.426475,-9.354996
0.371000,-0.078283,8.426475,-9.354996
0.372000,-0.078283,8.426475,-9.354996
0.373000,-0.078283,8.426475,-9.354996
0.374000,-0.078283,8.426475,-9.354996
0.375000,-0.078283,8.426475,-9.354996
0.376000,-0.078283,8.426475,-9.354996
0.377000,-0.078283,8.426475,-9.354996
0.378000,-0.078283,8.426475,-9.354996
0.379000,-0.078283,8.426475,-9.354996
0.380000,-0.075930,8.425705,-9.354996
0.381000,-0.075930,8.425705,-9.354996
0.382000,-0.075930,8.425705,-9.354996
0.383000,-0.075930,8.425705,-9.354996
0.384000,-0.075930,8.425705,-9.354996
0.385000,-0.075930,8.425705,-9.354996
0.386000,-0.075930,8.425705,-9.354996
0.387000,-0.075930,8.425705,-9.354996
0.388000,-0.075930,8.425705,-9.354996
0.389000,-0.075930,8.425705,-9.354996
0.390000,-0.073568,8.424959,-9.354996
0.391000,-0.073568,8.424959,-9.354996
0.392000,-0.073568,8.424959,-9.354996
0.393000,-0.073568,8.424959,-9.354996
0.394000,-0.073568,8.424959,-9.354996
0.395000,-0.073568,8.424959,-9.354996
0.396000,-0.073568,8.424959,-9.354996
0.397000,-0.073568,8.424959,-9.354996
0.398000,-0.073568,8.424959,-9.354996
0.399000,-0.073568,8.424959,-9.354996
0.400000,-0.071305,8.424237,-9.354996
0.401000,-0.071305,8.424237,-9.354996
0.402000,-0.071305,8.424237,-9.354996
0.403000,-0.071305,8.424237,-9.354996
0.404000,-0.071305,8.424237,-9.354996
0.405000,-0.071305,8.424237,-9.354996
0.406000,-0.071305,8.424237,-9.354996
0.407000,-0.071305,8.424237,-9.354996
0.408000,-0.071305,8.424237,-9.354996
0.409000,-0.071305,8.424237,-9.354996
0.410000,-0.069031,8.423537,-9.354996
0.411000,-0.069031,8.423537,-9.354996
0.412000,-0.069031,8.423537,-9.354996
0.413000,-0.069031,8.423537,-9.354996
0.414000,-0.069031,8.423537,-9.354996
0.415000,-0.069031,8.423537,-9.354996
0.416000,-0.069031,8.423537,-9.354996
0.417000,-0.069031,8.423537,-9.354996
0.418000,-0.069031,8.423537,-9.354996
0.419000,-0.069031,8.423537,-9.354996
0.420000,-0.066727,8.422860,-9.354996
0.421000,-0.066727,8.422860,-9.354996
0.422000,-0.066727,8.422860,-9.354996
0.423000,-0.066727,8.422860,-9.354996
0.424000,-0.066727,8.422860,-9.354996
0.425000,-0.066727,8.422860,-9.354996
0.426000,-0.066727,8.422860,-9.354996
0.427000,-0.066727,8.422860,-9.354996
0.428000,-0.066727,8.422860,-9.354996
0.429000,-0.066727,8.422860,-9.354996
0.430000,-0.064488,8.422207,-9.354995
0.431000,-0.064488,8.422207,-9.354995
0.432000,-0.064488,8.422207,-9.354995
0.433000,-0.064488,8.422207,-9.354995
0.434000,-0.064488,8.422207,-9.354995
0.435000,-0.064488,8.422207,-9.354995
0.436000,-0.064488,8.422207,-9.354995
0.437000,-0.064488,8.422207,-9.354995
0.438000,-0.064488,8.422207,-9.354995
0.439000,-0.064488,8.422207,-9.354995
0.440000,-0.062312,8.421575,-9.354995
0.441000,-0.062312,8.421575,-9.354995
0.442000,-0.062312,8.421575,-9.354995
0.443000,-0.062312,8.421575,-9.354995
0.444000,-0.062312,8.421575,-9.354995
0.445000,-0.062312,8.421575,-9.354995
0.446000,-0.062312,8.421575,-9.354995
0.447000,-0.062312,8.421575,-9.354995
0.448000,-0.062312,8.421575,-9.354995
0.449000,-0.062312,8.421575,-9.354995
0.450000,-0.060120,8.420964,-9.354995
0.451000,-0.060120,8.420964,-9.354995
0.452000,-0.060120,8.420964,-9.354995
0.453000,-0.060120,8.420964,-9.354995
0.454000,-0.060120,8.420964,-9.354995
0.455000,-0.060120,8.420964,-9.354995
0.456000,-0.060120,8.420964,-9.354995
0.457000,-0.060120,8.420964,-9.354995
0.458000,-0.060120,8.420964,-9.354995
0.459000,-0.060120,8.420964,-9.354995
0.460000,-0.057899,8.420376,-9.354995
0.461000,-0.057899,8.420376,-9.354995
0.462000,-0.057899,8.420376,-9.354995
0.463000,-0.057899,8.420376,-9.354995
0.464000,-0.057899,8.420376,-9.354995
0.465000,-0.057899,8.420376,-9.354995
0.466000,-0.057899,8.420376,-9.354995
0.467000,-0.057899,8.420376,-9.354995
0.468000,-0.057899,8.420376,-9.354995
0.469000,-0.057899,8.420376,-9.354995
0.470000,-0.055697,8.419810,-9.354995
0.471000,-0.055697,8.419810,-9.354995
0.472000,-0.055697,8.419810,-9.354995
0.473000,-0.055697,8.419810,-9.354995
0.474000,-0.055697,8.419810,-9.354995
0.475000,-0.055697,8.419810,-9.354995
0.476000,-0.055697,8.419810,-9.354995
0.477000,-0.055697,8.419810,-9.354995
0.478000,-0.055697,8.419810,-9.354995
0.479000,-0.055697,8.419810,-9.354995
0.480000,-0.053529,8.419265,-9.354995
0.481000,-0.053529,8.419265,-9.354995
0.482000,-0.053529,8.419265,-9.354995
0.483000,-0.053529,8.419265,-9.354995
0.484000,-0.053529,8.419265,-9.354995
0.485000,-0.053529,8.419265,-9.354995
0.486000,-0.053529,8.419265,-9.354995
0.487000,-0.053529,8.419265,-9.354995
0.488000,-0.053529,8.419265,-9.354995
0.489000,-0.053529,8.419265,-9.354995
0.490000,-0.051384,8.418741,-9.354995
0.491000,-0.051384,8.418741,-9.354995
0.492000,-0.051384,8.418741,-9.354995
0.493000,-0.051384,8.418741,-9.354995
0.494000,-0.051384,8.418741,-9.354995
0.495000,-0.051384,8.418741,-9.354995
0.496000,-0.051384,8.418741,-9.354995
0.497000,-0.051384,8.418741,-9.354995
0.498000,-0.051384,8.418741,-9.354995
0.499000,-0.051384,8.418741,-9.354995
0.500000,-0.049269,8.418240,-9.354995
0.501000,-0.049269,8.418240,-9.354995
0.502000,-0.049269,8.418240,-9.354995
0.503000,-0.049269,8.418240,-9.354995
0.504000,-0.049269,8.418240,-9.354995
0.505000,-0.049269,8.418240,-9.354995
0.506000,-0.049269,8.418240,-9.354995
0.507000,-0.049269,8.418240,-9.354995
0.508000,-0.049269,8.418240,-9.354995
0.509000,-0.049269,8.418240,-9.354995
0.510000,-0.047210,8.417758,-9.354994
0.511000,-0.047210,8.417758,-9.354994
0.512000,-0.047210,8.417758,-9.354994
0.513000,-0.047210,8.417758,-9.354994
0.514000,-0.047210,8.417758,-9.354994
0.515000,-0.047210,8.417758,-9.354994
0.516000,-0.047210,8.417758,-9.354994
0.517000,-0.047210,8.417758,-9.354994
0.518000,-0.047210,8.417758,-9.354994
0.519000,-0.047210,8.417758,-9.354994
0.520000,-0.045203,8.417296,-9.354994
0.521000,-0.045203,8.417296,-9.354994
0.522000,-0.045203,8.417296,-9.354994
0.523000,-0.045203,8.417296,-9.354994
0.524000,-0.045203,8.417296,-9.354994
0.525000,-0.045203,8.417296,-9.354994
0.526000,-0.045203,8.417296,-9.354994
0.527000,-0.045203,8.417296,-9.354994
0.528000,-0.045203,8.417296,-9.354994
0.529000,-0.045203,8.417296,-9.354994
0.530000,-0.043228,8.416854,-9.354994
0.531000,-0.043228,8.416854,-9.354994
0.532000,-0.043228,8.416854,-9.354994
0.533000,-0.043228,8.416854,-9.354994
0.534000,-0.043228,8.416854,-9.354994
0.535000,-0.043228,8.416854,-9.354994
0.536000,-0.043228,8.416854,-9.354994
0.537000,-0.043228,8.416854,-9.354994
0.538000,-0.043228,8.416854,-9.354994
0.539000,-0.043228,8.416854,-9.354994
0.540000,-0.041265,8.416431,-9.354994
0.541000,-0.041265,8.416431,-9.354994
0.542000,-0.041265,8.416431,-9.354994
0.543000,-0.041265,8.416431,-9.354994
0.544000,-0.041265,8.416431,-9.354994
0.545000,-0.041265,8.416431,-9.354994
0.546000,-0.041265,8.416431,-9.354994
0.547000,-0.041265,8.416431,-9.354994
0.548000,-0.041265,8.416431,-9.354994
0.549000,-0.041265,8.416431,-9.354994
0.550000,-0.039385,8.416027,-9.354994
0.551000,-0.039385,8.416027,-9.354994
0.552000,-0.039385,8.416027,-9.354994
0.553000,-0.039385,8.416027,-9.354994
0.554000,-0.039385,8.416027,-9.354994
0.555000,-0.039385,8.416027,-9.354994
0.556000,-0.039385,8.416027,-9.354994
0.557000,-0.039385,8.416027,-9.354994
0.558000,-0.039385,8.416027,-9.354994
0.559000,-0.039385,8.416027,-9.354994
0.560000,-0.037548,8.415642,-9.354994
0.561000,-0.037548,8.415642,-9.354994
0.562000,-0.037548,8.415642,-9.354994
0.563000,-0.037548,8.415642,-9.354994
0.564000,-0.037548,8.415642,-9.354994
0.565000,-0.037548,8.415642,-9.354994
0.566000,-0.037548,8.415642,-9.354994
0.567000,-0.037548,8.415642,-9.354994
0.568000,-0.037548,8.415642,-9.354994
0.569000,-0.037548,8.415642,-9.354994
0.570000,-0.035767,8.415274,-9.354994
0.571000,-0.035767,8.415274,-9.354994
0.572000,-0.035767,8.415274,-9.354994
0.573000,-0.035767,8.415274,-9.354994
0.574000,-0.035767,8.415274,-9.354994
0.575000,-0.035767,8.415274,-9.354994
0.576000,-0.035767,8.415274,-9.354994
0.577000,-0.035767,8.415274,-9.354994
0.578000,-0.035767,8.415274,-9.354994
0.579000,-0.035767,8.415274,-9.354994
0.580000,-0.034038,8.414923,-9.354994
0.581000,-0.034038,8.414923,-9.354994
0.582000,-0.034038,8.414923,-9.354994
0.583000,-0.034038,8.414923,-9.354994
0.584000,-0.034038,8.414923,-9.354994
0.585000,-0.034038,8.414923,-9.354994
0.586000,-0.034038,8.414923,-9.354994
0.587000,-0.034038,8.414923,-9.354994
0.588000,-0.034038,8.414923,-9.354994
0.589000,-0.034038,8.414923,-9.354994
0.590000,-0.032366,8.414589,-9.354994
0.591000,-0.032366,8.414589,-9.354994
0.592000,-0.032366,8.414589,-9.354994
0.593000,-0.032366,8.414589,-9.354994
0.594000,-0.032366,8.414589,-9.354994
0.595000,-0.032366,8.414589,-9.354994
0.596000,-0.032366,8.414589,-9.354994
0.597000,-0.032366,8.414589,-9.354994
0.598000,-0.032366,8.414589,-9.354994
0.599000,-0.032366,8.414589,-9.354994
0.600000,-0.030759,8.414271,-9.354993
0.601000,-0.030759,8.414271,-9.354993
0.602000,-0.030759,8.414271,-9.354993
0.603000,-0.030759,8.414271,-9.354993
0.604000,-0.030759,8.414271,-9.354993
0.605000,-0.030759,8.414271,-9.354993
0.606000,-0.030759,8.414271,-9.354993
0.607000,-0.030759,8.414271,-9.354993
0.608000,-0.030759,8.414271,-9.354993
0.609000,-0.030759,8.414271,-9.354993
0.610000,-0.029210,8.413970,-9.354993
0.611000,-0.029210,8.413970,-9.354993
0.612000,-0.029210,8.413970,-9.354993
0.613000,-0.029210,8.413970,-9.354993
0.614000,-0.029210,8.413970,-9.354993
0.615000,-0.029210,8.413970,-9.354993
0.616000,-0.029210,8.413970,-9.354993
0.617000,-0.029210,8.413970,-9.354993
0.618000,-0.029210,8.413970,-9.354993
0.619000,-0.029210,8.413970,-9.354993
0.620000,-0.027709,8.413683,-9.354993
0.621000,-0.027709,8.413683,-9.354993
0.622000,-0.027709,8.413683,-9.354993
0.623000,-0.027709,8.413683,-9.354993
0.624000,-0.027709,8.413683,-9.354993
0.625000,-0.027709,8.413683,-9.354993
0.626000,-0.027709,8.413683,-9.354993
0.627000,-0.027709,8.413683,-9.354993
0.628000,-0.027709,8.413683,-9.354993
0.629000,-0.027709,8.413683,-9.354993
0.630000,-0.026253,8.413410,-9.354993
0.631000,-0.026253,8.413410,-9.354993
0.632000,-0.026253,8.413410,-9.354993
0.633000,-0.026253,8.413410,-9.354993
0.634000,-0.026253,8.413410,-9.354993
